"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Slc20a1",0.00055511435445277,-0.383324098483481,0.241,0.315,1
"Iigp1",0.000558498625991846,0.393973589717943,0.285,0.212,1
"Ptma",0.000567394329634212,0.382634907562274,0.444,0.368,1
"Acbd3",0.000570958006926524,-0.411349251126871,0.304,0.378,1
"Osbp",0.00058018220675529,-0.476433502874962,0.184,0.253,1
"Kdm7a",0.000581902984148019,-0.345431799856361,0.318,0.4,1
"Clec2i",0.000590842022999877,-1.09475460054255,0.018,0.049,1
"Rassf5",0.000593864617224251,0.341468228626922,0.561,0.497,1
"Tnfrsf1b",0.000597363258822896,0.161763162856711,0.948,0.931,1
"Josd1",0.000603433030570079,-0.497402119302593,0.172,0.239,1
"Trp53i11",0.000604613574072231,0.347934824128153,0.49,0.421,1
"Psmd3",0.000615021298458904,-0.409414694965873,0.252,0.325,1
"Ifrd1",0.000618834369642741,-0.227221159339807,0.762,0.822,1
"Ncmap",0.000620237836204245,0.613758418134225,0.198,0.139,1
"Pdcd1lg2",0.000620394114778961,1.72709989121017,0.032,0.009,1
"Rcan3",0.000623587651974468,-0.735625842414362,0.111,0.169,1
"Mapk8ip3",0.000639947419898226,-0.611652826318552,0.151,0.213,1
"Taf10",0.000647696007766912,-0.536036655941299,0.135,0.197,1
"Tle4",0.000647892395731417,-0.55484118584152,0.175,0.239,1
"Zfp36l1",0.000665264308712586,0.234137442094577,0.735,0.665,1
"Nfatc2",0.000677812243909486,0.295826341979887,0.458,0.381,1
"Ccni",0.000680007447097784,-0.294933351170353,0.505,0.575,1
"Nup153",0.000681397851750781,-0.388569939155883,0.409,0.486,1
"Rasa3",0.000699289508413271,-0.62034917946356,0.179,0.244,1
"Akap8l",0.000702910798230055,-0.620555028795562,0.118,0.177,1
"Impdh2",0.000709253392594903,-0.461218596031749,0.206,0.275,1
"Eif3f",0.000732530282399877,-0.301816251440747,0.541,0.594,1
"Bhlhe40",0.000742246256256254,-0.319328037329093,0.681,0.722,1
"Ccdc88b",0.000742701626564244,0.302078303358704,0.499,0.42,1
"Paqr3",0.000744873736550318,-1.139148719901,0.03,0.066,1
"Kdm3a",0.000747318417388905,-0.511772463949634,0.173,0.239,1
"Coro2a",0.000753704461992122,0.370884477208931,0.469,0.398,1
"Ccsap",0.000753717937623161,-1.04228718064841,0.039,0.077,1
"Eif3g",0.000758274090227849,-0.346680616243265,0.308,0.386,1
"Gnb2",0.000765114219901319,0.268616445552812,0.475,0.395,1
"Ptk2b",0.000769158499120656,0.25185775772541,0.644,0.569,1
"Rabac1",0.00076954603870548,-0.282891252813199,0.497,0.582,1
"Slc49a4",0.00077448256277247,-0.932409562876041,0.058,0.103,1
"Oasl1",0.000776340541323093,0.712600321515054,0.154,0.102,1
"Inpp5d",0.000779572143311235,0.228331820413371,0.611,0.541,1
"Hid1",0.000796531475408483,-2.21221218209073,0.004,0.025,1
"Ncor1",0.000797037897776437,0.262826948427867,0.568,0.495,1
"Max",0.000797349219744639,0.407323467177856,0.42,0.348,1
"Ntn1",0.000805701262652133,-2.45732467992726,0.003,0.022,1
"Zfp281",0.000805781742946089,0.329566139570631,0.425,0.347,1
"Zfp934",0.00080676093652895,1.1276378207939,0.056,0.025,1
"Chic2",0.000820397892653744,-0.400443657995368,0.223,0.293,1
"Cotl1",0.000824340027116688,-0.172347721212787,0.836,0.852,1
"Tmem65",0.000827296102578977,-0.500951612327516,0.231,0.3,1
"Rbbp9",0.000836762816369914,1.59330139314271,0.036,0.012,1
"Capn1",0.000838517486260912,0.384191259167144,0.421,0.35,1
"Ube2q2",0.000843674510102997,-0.509163611446876,0.146,0.208,1
"Gramd1a",0.000848253721004988,-0.41691041148135,0.36,0.426,1
"Snx9",0.000848453440438146,0.252146022576275,0.512,0.426,1
"Thbs1",0.000850349702932038,1.27418648414684,0.078,0.042,1
"Itgb8",0.000850448572896122,0.345338546805624,0.415,0.344,1
"Atad2",0.00085130283970081,-0.626201591936704,0.175,0.236,1
"Ccnl1",0.000865784317179765,-0.251756454699593,0.585,0.671,1
"Lyst",0.000871073018973881,-0.457324679927258,0.19,0.255,1
"Usp12",0.000877060400534496,-0.65086223859152,0.125,0.183,1
"Nadk",0.000885185327360047,0.376730169542975,0.446,0.379,1
"Tmem258",0.000892955429717506,-0.307050400398959,0.296,0.374,1
"Trim65",0.00090503517923906,-0.94561116123674,0.045,0.086,1
"Sap30",0.000906884793506687,-0.962852713154009,0.073,0.12,1
"Crybg1",0.000914775724882818,-0.335929572412604,0.278,0.356,1
"Wdr83os",0.000919917511205974,-0.36760586473655,0.344,0.415,1
"Kiz",0.000924147827985249,-0.934371841481527,0.045,0.086,1
"S100a10",0.000926275343204888,0.151596647201641,0.913,0.906,1
"Fasl",0.000926343895053059,-0.816867066614398,0.098,0.15,1
"Nfkb1",0.000947284945889079,0.270016495350548,0.696,0.623,1
"Irgm2",0.000955814122608879,0.2802680366313,0.483,0.402,1
"Mlkl",0.000960459077477411,0.68603949524392,0.095,0.054,1
"Cab39",0.000961145327309884,0.240744133751087,0.695,0.647,1
"Grk6",0.000964933762214574,-0.444876845664457,0.307,0.374,1
"Kdm1b",0.000978820184512205,-0.654125387360965,0.081,0.131,1
"Pgrmc1",0.000980130806560074,-0.491272011850595,0.177,0.242,1
"Ankfy1",0.000982328327922285,0.343169328080712,0.282,0.213,1
"Lrba",0.000982701856357531,0.378325189098355,0.45,0.388,1
"Siah2",0.000988713772471734,-0.549836818716796,0.168,0.229,1
"Pdcd4",0.000989754588439201,-0.395277331826641,0.468,0.533,1
"Hif1a",0.000990685611069606,0.225634171685583,0.805,0.751,1
"Uba6",0.000997933234484541,-0.637445448475459,0.12,0.176,1
"Car2",0.000998932363345046,-1.92547351566566,0.014,0.041,1
"Stxbp2",0.00100214077383591,0.318686113801965,0.411,0.337,1
"Pmepa1",0.00102270913453143,-0.516218368980826,0.268,0.334,1
"Enc1",0.00102683683239509,-0.566259051480422,0.051,0.093,1
"Il1rl1",0.00103616408612616,0.520220469245046,0.149,0.097,1
"Mdm1",0.00104776674191575,0.957712819351586,0.085,0.047,1
"Actr3",0.00105080238069311,0.291924343582579,0.613,0.559,1
"Tmem160",0.00107448609360181,0.506149444047628,0.265,0.203,1
"Actr10",0.00107625134749049,-0.564708215300858,0.143,0.202,1
"Mff",0.00107862721026586,-0.376344106557039,0.265,0.336,1
"Spsb1",0.00108076494663915,-0.955778187393739,0.076,0.123,1
"Zcchc2",0.00108755071683535,0.35663831395411,0.41,0.346,1
"Pfdn2",0.00109889230367121,-0.422559261766581,0.175,0.24,1
"Rbm15",0.00109952731166133,-0.437333204739792,0.257,0.324,1
"Gbp6",0.00110199697820566,0.303134616905885,0.398,0.322,1
"Mif4gd",0.00111436620742363,0.26802962386866,0.616,0.549,1
"Adap1",0.00111454827088549,0.329161050082747,0.443,0.368,1
"Ikzf1",0.00111695331637016,-0.391791519888201,0.502,0.557,1
"Med28",0.00112244449581661,-0.308755554282337,0.373,0.449,1
"Yme1l1",0.00112512841910676,-0.329976114547779,0.374,0.447,1
"Abhd10",0.00113061039229011,-0.785947427388628,0.051,0.093,1
"Trbv13-1",0.00113195738946055,-1.09843025868595,0.023,0.055,1
"Rgs2",0.00113339864551038,-0.247171237984866,0.708,0.756,1
"Prr7",0.00113866708714167,-0.660141562926945,0.114,0.168,1
"Pds5a",0.00116202927895228,0.341041458903092,0.429,0.359,1
"Il27ra",0.00116928804831631,-0.336679325847397,0.276,0.352,1
"Oas3",0.00117162657227871,0.197786076742069,0.33,0.253,1
"Klhl21",0.00118381268668109,-0.571783404512173,0.128,0.184,1
"Xbp1",0.00119811553863938,-0.381010518078755,0.392,0.466,1
"Tnfrsf26",0.00120197022875421,-1.02210929871078,0.023,0.055,1
"Gtf2i",0.00120573488694532,-0.43347793797289,0.212,0.28,1
"Fam110a",0.0012091356687417,0.239580337543872,0.659,0.588,1
"Trbc2",0.00121312866356289,-0.291661705339105,0.68,0.739,1
"Zbtb21",0.00122144215833231,-0.33719210176923,0.191,0.26,1
"Ucp2",0.00124242145950167,0.2130421131887,0.904,0.911,1
"H2-D1",0.00125139511571364,-0.216778781635051,0.703,0.747,1
"Mat2a",0.00126336465676163,-0.478386295455088,0.231,0.296,1
"Nufip2",0.00128511515593486,-0.387965480634349,0.285,0.352,1
"Slamf6",0.0012857226856352,-0.624221988672002,0.122,0.178,1
"Tuba1a",0.00130060949486953,-0.392369238086488,0.314,0.38,1
"Ifi35",0.0013415429085229,0.336438667127335,0.417,0.347,1
"Cd3e",0.0013473651032565,-0.159804150298366,0.902,0.94,1
"Slc25a3",0.00134754562984408,-0.19797532090132,0.718,0.769,1
"Amd1",0.00135799589517073,-0.571724052664344,0.133,0.19,1
"Ccrl2",0.00136899206982288,0.355488230009356,0.502,0.438,1
"Aff3",0.00138536855645363,-1.12028969264969,0.019,0.048,1
"Ybx3",0.00140730257177214,-0.512015321460668,0.238,0.304,1
"Snrpf",0.00142452184446642,-0.321618907239717,0.392,0.464,1
"Phc2",0.00143353006907909,-0.37533130772995,0.201,0.267,1
"Ostf1",0.00145069109650749,-0.222859426290235,0.502,0.569,1
"Slc25a19",0.00147142891718416,0.254444154428077,0.536,0.466,1
"Tm2d2",0.00148151600352994,-0.609327773372308,0.109,0.161,1
"Trpv2",0.00148195781630296,0.453213692696405,0.309,0.246,1
"Junb",0.00148223053030334,-0.171470304781844,0.882,0.914,1
"Rabgap1l",0.00149703745953654,0.189116481983003,0.801,0.733,1
"Ube3a",0.00151744166396391,-0.281432836723132,0.326,0.404,1
"Golm2",0.0015229704925204,-1.15776439806835,0.022,0.052,1
"Ifit3b",0.00153328972397387,1.03507170205783,0.122,0.078,1
"Cd55",0.00153372317859964,-1.24690490025689,0.045,0.083,1
"Serinc1",0.00154175139896708,-0.205688601202081,0.583,0.646,1
"Ly6e",0.00154336710641027,0.143587600375339,0.977,0.972,1
"Pgm2l1",0.0015466744100473,-0.632691766437818,0.139,0.195,1
"Rapgef1",0.00154743967553449,-0.32495039323114,0.374,0.442,1
"Med4",0.00157333996618155,-0.545611212345213,0.127,0.182,1
"Desi2",0.00157438701153223,-0.584236792409477,0.105,0.157,1
"Irgm1",0.00161040264944281,0.434447049840377,0.443,0.382,1
"Csnk1e",0.00161278779843057,-0.565991365230301,0.179,0.238,1
"Purb",0.00161859148974048,-0.384393157473407,0.481,0.531,1
"Acp5",0.00162361959314312,-0.840653319478764,0.081,0.127,1
"Wls",0.00162756948313748,0.27702970078241,0.415,0.337,1
"Ptpn11",0.0016428540762185,-0.568771216103841,0.234,0.292,1
"Vps13a",0.00164454627898387,-0.53342765901305,0.144,0.202,1
"Fam193b",0.00165525962723694,-0.346107201328708,0.172,0.237,1
"Oas1a",0.00165614531974163,0.391274730307733,0.391,0.327,1
"Igfbp4",0.00166287635821714,-2.1761429273832,0.044,0.08,1
"Vipr1",0.00166742568313378,-2.3317937978434,0.003,0.02,1
"Rln3",0.00167159726983702,0.675941850936207,0.113,0.07,1
"Grina",0.00169110990799257,0.270811063236194,0.575,0.515,1
"Bcl2a1b",0.0016923268242585,-0.340511014944508,0.392,0.465,1
"Zfp738",0.00169970249573121,1.95771281935159,0.021,0.005,1
"Ifi214",0.00170955795316214,0.515194583650635,0.166,0.113,1
"Dapl1",0.00171277225094786,-1.41152099031413,0.003,0.02,1
"Nrp1",0.00174744964028697,-0.67080604735631,0.124,0.178,1
"Utp15",0.00176483895411051,-0.635661921185771,0.098,0.147,1
"Psme2",0.0017687860301443,-0.322349982488062,0.521,0.578,1
"Ddx60",0.00177977842094352,0.446964120492981,0.253,0.194,1
"Phf11d",0.00179242318115399,1.15035789729398,0.039,0.015,1
"Nasp",0.00181214008163026,-0.441205014563981,0.259,0.322,1
"Gpd2",0.00182344872071324,-0.84261483581205,0.061,0.102,1
"Septin1",0.00183126270103335,0.205941786962213,0.77,0.735,1
"Ttc7",0.00187776950083833,0.378103553124636,0.276,0.212,1
"Tpp2",0.00188210821436103,0.250954961395539,0.602,0.536,1
"Slc25a11",0.0018951575881364,-0.551507118983966,0.157,0.213,1
"Trim30d",0.00191027047810796,0.473866162154091,0.315,0.25,1
"Ciao1",0.001911159758644,-0.693622703288924,0.076,0.121,1
"Actr1b",0.00192415258013735,-0.446408902448074,0.232,0.295,1
"Ehd3",0.00194511435323466,-0.835836303180988,0.043,0.079,1
"Atxn1",0.0019488908855475,0.313278510939236,0.448,0.378,1
"Txndc17",0.00195430491085976,-0.368256005427412,0.33,0.396,1
"Kctd10",0.00197285402788661,-0.388062017490144,0.261,0.326,1
"Vav1",0.0019943351440136,0.348950784511046,0.365,0.297,1
"Ltf",0.00200214100341795,1.40635384885996,0.051,0.024,1
"Atox1",0.00201254111489535,-0.410122158528359,0.265,0.331,1
"Syce2",0.00203957657954984,1.02072261687739,0.05,0.023,1
"Elavl1",0.00205038073999034,-0.269657278139247,0.475,0.547,1
"Xpo6",0.002057995371186,0.278322782542969,0.494,0.424,1
"Hcst",0.00211039360361933,-0.41360330249794,0.219,0.282,1
"Pxdn",0.00211994983402317,-1.45732467992726,0.011,0.034,1
"Gbp9",0.00212744489053373,0.308838554810237,0.45,0.383,1
"Polr2d",0.00212795535635593,-0.726785354920485,0.072,0.115,1
"Jdp2",0.00213522368870966,0.191403263603236,0.376,0.3,1
"Ascc3",0.00220566861488998,0.213329753622897,0.598,0.523,1
"Setx",0.00221966795861888,-0.402183125734797,0.234,0.298,1
"Dgkd",0.00222845576663097,-0.37690599747196,0.275,0.342,1
"Ncl",0.00224527147091463,-0.272698111957416,0.446,0.51,1
"Itgb1",0.00224971706445569,-0.410115722135014,0.301,0.365,1
"Ublcp1",0.0022598186688135,1.04963530879262,0.066,0.035,1
"Nol7",0.00227469259895404,-0.423736611656171,0.272,0.335,1
"Nrros",0.00229673925903498,0.380122307286782,0.294,0.229,1
"Mxi1",0.00231346278000302,0.161246213436718,0.788,0.72,1
"Tle3",0.0023274415766205,-0.338680183428639,0.331,0.398,1
"Slc15a3",0.00232830467229337,0.240868821106153,0.607,0.534,1
"Ints13",0.0023457395394751,0.514660943903146,0.182,0.129,1
"Mfsd5",0.00234681181775461,0.523938757491156,0.186,0.133,1
"Csrnp1",0.00235123229176672,-0.354141229361199,0.292,0.359,1
"Snd1",0.00235439339713518,-0.24880820934198,0.431,0.503,1
"Mdfic",0.00239734700857072,0.268752598096212,0.407,0.336,1
"Tspan9",0.00239811676961494,-2.26467960198486,0.003,0.019,1
"Ccn4",0.00241390148465377,0.651007941860815,0.194,0.144,1
"Eef1b2",0.00246221768538281,-0.377532941674758,0.594,0.63,1
"Nsd1",0.00246563274551879,0.234731454621081,0.536,0.47,1
"Muc3a",0.00247520418135394,0.805709725906536,0.067,0.036,1
"Chst11",0.00248203145953351,-0.583701965696814,0.078,0.124,1
"Med12",0.00251033616367241,0.590503845163358,0.124,0.08,1
"H1f0",0.00251332100466812,0.340710780434083,0.488,0.424,1
"Vps54",0.0025291695470147,0.157277311233773,0.829,0.784,1
"Tnrc6c",0.00256775496441331,-0.46209392407513,0.184,0.244,1
"Pars2",0.00257147111209,2.02810214724298,0.018,0.004,1
"St3gal6",0.00257164592843049,-1.73034317433367,0.007,0.026,1
"Pfkl",0.00257210127900257,-0.401766703436946,0.246,0.307,1
"Snw1",0.0025853085670799,0.326406637604447,0.381,0.314,1
"Noc2l",0.00258934762506825,-0.384040253892026,0.223,0.286,1
"Polr3c",0.00259086977018837,0.470973854718554,0.197,0.143,1
"Trbv13-3",0.00260957845471431,-1.30281473087163,0.015,0.04,1
"Pnrc1",0.00262074612997836,-0.168543796689346,0.839,0.883,1
"Slc39a1",0.00262352174757686,0.462373691981881,0.312,0.256,1
"Htatip2",0.00265666297202147,0.363846211828834,0.334,0.27,1
"Tsc22d2",0.00266260674981028,-0.353405728470666,0.276,0.34,1
"Ralbp1",0.00266960624832869,-0.365295541434912,0.206,0.267,1
"Fxyd5",0.00269238912306787,0.224064529569225,0.82,0.809,1
"Tmem243",0.00270858366942269,-0.442025543544375,0.257,0.321,1
"Atp5pb",0.00271678118218066,-0.342489088064213,0.308,0.373,1
"Msto1",0.00273709724203623,0.805709725906536,0.077,0.043,1
"Gbp3",0.00273825871161642,0.286800705811814,0.414,0.34,1
"Rcsd1",0.00273936731252147,0.290095271876115,0.462,0.395,1
"Eprs1",0.00276110994091319,-0.329697161751545,0.268,0.334,1
"Cwc27",0.0027693665414625,-0.793608067791691,0.048,0.085,1
"Cdkal1",0.00277184744391901,-0.528291201281402,0.143,0.197,1
"Hdac1",0.00279741448586657,-0.292776333163094,0.38,0.442,1
"Rnf138",0.00280016298349319,-0.181528442763179,0.501,0.576,1
"Cerk",0.00280573165169094,0.503415889625515,0.172,0.122,1
"Tln1",0.00280707633582293,0.210995588081521,0.768,0.708,1
"Slc43a2",0.0028151074024423,0.59889132963929,0.179,0.129,1
"Itga3",0.0028550409399587,0.443139646521828,0.21,0.156,1
"Usp36",0.00289050838928599,-0.696790614622647,0.095,0.141,1
"Ptprcap",0.00289091494881074,0.232137387093931,0.604,0.551,1
"Hsdl1",0.0029018166121214,-0.726511312742646,0.047,0.083,1
"Banf1",0.00290779673666372,0.637832553113082,0.118,0.076,1
"Ubash3b",0.00292617857624527,0.192331543021293,0.448,0.374,1
"Tob1",0.00292861408919959,-0.383324098483481,0.334,0.397,1
"Naa20",0.00295575899656905,0.26428865187864,0.494,0.427,1
"Frmd5",0.00296280498523137,1.1276378207939,0.051,0.025,1
"Tnfrsf13b",0.00296914990396295,0.481645886675182,0.15,0.103,1
"Sh3rf1",0.00297674195102348,0.278823291637926,0.468,0.395,1
"Aimp1",0.00299533597730026,-0.405201948851125,0.188,0.246,1
"Phf11c",0.00300391958547554,0.483781631019173,0.204,0.15,1
"Il10rb",0.00303905043259216,0.501096216321343,0.315,0.265,1
"Tob2",0.0030452167716449,-0.505973842634974,0.248,0.309,1
"Dzip1",0.00306792380952065,-1.23868439345192,0.019,0.045,1
"Utp14b",0.00306843464062268,-1.39222965170537,0.022,0.049,1
"Arf4",0.00308119629362689,-0.225768505566632,0.587,0.646,1
"Mapre1",0.00308356251457121,-0.2712283878138,0.458,0.511,1
"Ngdn",0.0030912012261978,-0.388062017490144,0.191,0.251,1
"Vasp",0.00311418453346384,0.168225994469325,0.788,0.76,1
"Phf11b",0.00312012599759911,0.346904141143627,0.389,0.328,1
"Tmx4",0.00315377358200129,-0.480225082037336,0.146,0.2,1
"Eif4e",0.00315772789034742,-0.370503921130389,0.365,0.424,1
"Pkp4",0.00318770192638408,-0.622383926197754,0.131,0.181,1
"Parp14",0.00319133372491724,0.346996182040713,0.539,0.503,1
"Rab33b",0.00321296307485206,-0.613829165607249,0.127,0.177,1
"Hectd1",0.0032145731168978,0.335079900664375,0.293,0.23,1
"Pqbp1",0.00321744043687125,-0.427729897738962,0.234,0.293,1
"Mtpn",0.00322140344265181,-0.343535022696102,0.213,0.276,1
"Sap18b",0.00322305892612056,-0.424587893515258,0.188,0.247,1
"Nup50",0.00322739626115168,-0.461394344236305,0.213,0.271,1
"Sidt1",0.00323333417307389,-0.679717101263706,0.065,0.105,1
"Rigi",0.0032729426706681,0.431948502206211,0.32,0.262,1
"Fbxl9",0.00327615004782859,1.8646034149601,0.019,0.005,1
"Tsc22d1",0.00331743408738095,-0.8093100086708,0.036,0.068,1
"Hycc1",0.00335020964589278,0.393811934158259,0.257,0.2,1
"Leprotl1",0.00336131951637738,0.267668272572872,0.601,0.546,1
"Isg15",0.00336373925418287,0.372968627633024,0.622,0.57,1
"Xrn2",0.00338712521760244,0.322768162125889,0.469,0.407,1
"Cdk13",0.00339608306580183,-0.197381212696022,0.362,0.437,1
"Arhgap1",0.00342874935550954,0.371527177360989,0.294,0.234,1
"Ivns1abp",0.00345614717587082,-0.275520808948966,0.51,0.573,1
"Sf3b1",0.00346134104630953,-0.159883411973252,0.748,0.793,1
"Uba3",0.00350955601158049,-0.346848143565688,0.183,0.242,1
"Elk4",0.00352423701692997,-0.386744000481645,0.378,0.435,1
"Dclk1",0.00352497138928903,-1.01092300973908,0.029,0.059,1
"Nxt2",0.00353692434587974,-1.36421527553578,0.015,0.039,1
"Slc36a4",0.00354671111934673,0.648028320218971,0.091,0.055,1
"Zfp827",0.00355318816460545,-1.04228718064841,0.041,0.075,1
"Sema4a",0.0035552246985102,-0.655264057539167,0.083,0.127,1
"Klrd1",0.00357567893024261,-1.52228012176803,0.034,0.065,1
"Srsf11",0.00359311080237055,-0.340649509236723,0.287,0.352,1
"Plin2",0.00359597221927854,0.388289575316698,0.297,0.239,1
"Ccpg1",0.00360392428086058,-0.438588117345672,0.18,0.237,1
"Adora2a",0.00363407080536313,-0.425533613012178,0.356,0.41,1
"D8Ertd738e",0.00367766009841856,-0.347632391340172,0.297,0.361,1
"Niban1",0.00370820184023928,0.24180884071321,0.601,0.546,1
"Il1r2",0.00373495789535032,0.442848516455077,0.391,0.327,1
"Trat1",0.0037604158247777,-0.762669890619016,0.076,0.117,1
"BC049352",0.00377236172409132,1.4812747754086,0.029,0.01,1
"Ogt",0.00381272589928587,-0.261427438962611,0.479,0.536,1
"Zdhhc18",0.00382718739844958,0.161412376936992,0.803,0.754,1
"Pkdcc",0.00383297773886736,-1.45732467992726,0.011,0.032,1
"Gpr18",0.00383880761987423,-0.788530588402631,0.065,0.104,1
"Swap70",0.00384152371540012,0.336634648761303,0.371,0.307,1
"Vps4b",0.00384662150197465,0.436323338900408,0.219,0.164,1
"Jak3",0.00390895008005995,0.264690572772977,0.604,0.546,1
"Pfkfb3",0.0039166542792517,-0.655738238329266,0.098,0.143,1
"Snx20",0.00393884881066422,0.274500430375987,0.513,0.446,1
"Nlrp3",0.00396501614125346,1.71260032151505,0.021,0.006,1
"Sdhc",0.00397860523254728,-0.395595690175552,0.216,0.275,1
"Gypc",0.00399367704370305,-0.494799385345921,0.147,0.2,1
"Rab27a",0.00403552001288784,0.286095936376248,0.48,0.419,1
"Gbp10",0.00403616634622448,0.458063092357801,0.176,0.127,1
